,time
2898,2017-12-08
2899,2017-12-09
2900,2017-12-10
2901,2017-12-11
2902,2017-12-12
2903,2017-12-13
2904,2017-12-14
2905,2017-12-15
2906,2017-12-16
2907,2017-12-17
2908,2017-12-18
2909,2017-12-19
2910,2017-12-20
2911,2017-12-21
2912,2017-12-22
2913,2017-12-23
2914,2017-12-24
2915,2017-12-25
2916,2017-12-26
2917,2017-12-27
2918,2017-12-28
2919,2017-12-29
2920,2017-12-30
2921,2017-12-31
2922,2018-01-01
2923,2018-01-02
2924,2018-01-03
2925,2018-01-04
2926,2018-01-05
2927,2018-01-06
2928,2018-01-07
2929,2018-01-08
2930,2018-01-09
2931,2018-01-10
2932,2018-01-11
2933,2018-01-12
2934,2018-01-13
2935,2018-01-14
2936,2018-01-15
2937,2018-01-16
2938,2018-01-17
2939,2018-01-18
2940,2018-01-19
2941,2018-01-20
2942,2018-01-21
2943,2018-01-22
2944,2018-01-23
2945,2018-01-24
2946,2018-01-25
2947,2018-01-26
2948,2018-01-27
2949,2018-01-28
2950,2018-01-29
2951,2018-01-30
2952,2018-01-31
2953,2018-02-01
2954,2018-02-02
2955,2018-02-03
2956,2018-02-04
2957,2018-02-05
2958,2018-02-06
2959,2018-02-07
2960,2018-02-08
2961,2018-02-09
2962,2018-02-10
2963,2018-02-11
2964,2018-02-12
2965,2018-02-13
2966,2018-02-14
2967,2018-02-15
2968,2018-02-16
2969,2018-02-17
2970,2018-02-18
2971,2018-02-19
2972,2018-02-20
2973,2018-02-21
2974,2018-02-22
2975,2018-02-23
2976,2018-02-24
2977,2018-02-25
2978,2018-02-26
2979,2018-02-27
2980,2018-02-28
2981,2018-03-01
2982,2018-03-02
2983,2018-03-03
2984,2018-03-04
2985,2018-03-05
2986,2018-03-06
2987,2018-03-07
2988,2018-03-08
2989,2018-03-09
2990,2018-03-10
2991,2018-03-11
2992,2018-03-12
2993,2018-03-13
2994,2018-03-14
2995,2018-03-15
2996,2018-03-16
2997,2018-03-17
2998,2018-03-18
2999,2018-03-19
3000,2018-03-20
3001,2018-03-21
3002,2018-03-22
3003,2018-03-23
3004,2018-03-24
3005,2018-03-25
3006,2018-03-26
3007,2018-03-27
3008,2018-03-28
3009,2018-03-29
3010,2018-03-30
3011,2018-03-31
3012,2018-04-01
3013,2018-04-02
3014,2018-04-03
3015,2018-04-04
3016,2018-04-05
3017,2018-04-06
3018,2018-04-07
3019,2018-04-08
3020,2018-04-09
3021,2018-04-10
3022,2018-04-11
3023,2018-04-12
3024,2018-04-13
3025,2018-04-14
3026,2018-04-15
3027,2018-04-16
3028,2018-04-17
3029,2018-04-18
3030,2018-04-19
3031,2018-04-20
3032,2018-04-21
3033,2018-04-22
3034,2018-04-23
3035,2018-04-24
3036,2018-04-25
3037,2018-04-26
3038,2018-04-27
3039,2018-04-28
3040,2018-04-29
3041,2018-04-30
3042,2018-05-01
3043,2018-05-02
3044,2018-05-03
3045,2018-05-04
3046,2018-05-05
3047,2018-05-06
3048,2018-05-07
3049,2018-05-08
3050,2018-05-09
3051,2018-05-10
3052,2018-05-11
3053,2018-05-12
3054,2018-05-13
3055,2018-05-14
3056,2018-05-15
3057,2018-05-16
3058,2018-05-17
3059,2018-05-18
3060,2018-05-19
3061,2018-05-20
3062,2018-05-21
3063,2018-05-22
3064,2018-05-23
3065,2018-05-24
3066,2018-05-25
3067,2018-05-26
3068,2018-05-27
3069,2018-05-28
3070,2018-05-29
3071,2018-05-30
3072,2018-05-31
3073,2018-06-01
3074,2018-06-02
3075,2018-06-03
3076,2018-06-04
3077,2018-06-05
3078,2018-06-06
3079,2018-06-07
3080,2018-06-08
3081,2018-06-09
3082,2018-06-10
3083,2018-06-11
3084,2018-06-12
3085,2018-06-13
3086,2018-06-14
3087,2018-06-15
3088,2018-06-16
3089,2018-06-17
3090,2018-06-18
3091,2018-06-19
3092,2018-06-20
3093,2018-06-21
3094,2018-06-22
3095,2018-06-23
3096,2018-06-24
3097,2018-06-25
3098,2018-06-26
3099,2018-06-27
3100,2018-06-28
3101,2018-06-29
3102,2018-06-30
3103,2018-07-01
3104,2018-07-02
3105,2018-07-03
3106,2018-07-04
3107,2018-07-05
3108,2018-07-06
3109,2018-07-07
3110,2018-07-08
3111,2018-07-09
3112,2018-07-10
3113,2018-07-11
3114,2018-07-12
3115,2018-07-13
3116,2018-07-14
3117,2018-07-15
3118,2018-07-16
3119,2018-07-17
3120,2018-07-18
3121,2018-07-19
3122,2018-07-20
3123,2018-07-21
3124,2018-07-22
3125,2018-07-23
3126,2018-07-24
3127,2018-07-25
3128,2018-07-26
3129,2018-07-27
3130,2018-07-28
3131,2018-07-29
3132,2018-07-30
3133,2018-07-31
3134,2018-08-01
3135,2018-08-02
3136,2018-08-03
3137,2018-08-04
3138,2018-08-05
3139,2018-08-06
3140,2018-08-07
3141,2018-08-08
3142,2018-08-09
3143,2018-08-10
3144,2018-08-11
3145,2018-08-12
3146,2018-08-13
3147,2018-08-14
3148,2018-08-15
3149,2018-08-16
3150,2018-08-17
3151,2018-08-18
3152,2018-08-19
3153,2018-08-20
3154,2018-08-21
3155,2018-08-22
3156,2018-08-23
3157,2018-08-24
3158,2018-08-25
3159,2018-08-26
3160,2018-08-27
3161,2018-08-28
3162,2018-08-29
3163,2018-08-30
3164,2018-08-31
3165,2018-09-01
3166,2018-09-02
3167,2018-09-03
3168,2018-09-04
3169,2018-09-05
3170,2018-09-06
3171,2018-09-07
3172,2018-09-08
3173,2018-09-09
3174,2018-09-10
3175,2018-09-11
3176,2018-09-12
3177,2018-09-13
3178,2018-09-14
3179,2018-09-15
3180,2018-09-16
3181,2018-09-17
3182,2018-09-18
3183,2018-09-19
3184,2018-09-20
3185,2018-09-21
3186,2018-09-22
3187,2018-09-23
3188,2018-09-24
3189,2018-09-25
3190,2018-09-26
3191,2018-09-27
3192,2018-09-28
3193,2018-09-29
3194,2018-09-30
3195,2018-10-01
3196,2018-10-02
3197,2018-10-03
3198,2018-10-04
3199,2018-10-05
3200,2018-10-06
3201,2018-10-07
3202,2018-10-08
3203,2018-10-09
3204,2018-10-10
3205,2018-10-11
3206,2018-10-12
3207,2018-10-13
3208,2018-10-14
3209,2018-10-15
3210,2018-10-16
3211,2018-10-17
3212,2018-10-18
3213,2018-10-19
3214,2018-10-20
3215,2018-10-21
3216,2018-10-22
3217,2018-10-23
3218,2018-10-24
3219,2018-10-25
3220,2018-10-26
3221,2018-10-27
3222,2018-10-28
3223,2018-10-29
3224,2018-10-30
3225,2018-10-31
3226,2018-11-01
3227,2018-11-02
3228,2018-11-03
3229,2018-11-04
3230,2018-11-05
3231,2018-11-06
3232,2018-11-07
3233,2018-11-08
3234,2018-11-09
3235,2018-11-10
3236,2018-11-11
3237,2018-11-12
3238,2018-11-13
3239,2018-11-14
3240,2018-11-15
3241,2018-11-16
3242,2018-11-17
3243,2018-11-18
3244,2018-11-19
3245,2018-11-20
3246,2018-11-21
3247,2018-11-22
3248,2018-11-23
3249,2018-11-24
3250,2018-11-25
3251,2018-11-26
3252,2018-11-27
3253,2018-11-28
3254,2018-11-29
3255,2018-11-30
3256,2018-12-01
3257,2018-12-02
3258,2018-12-03
3259,2018-12-04
3260,2018-12-05
3261,2018-12-06
3262,2018-12-07
3263,2018-12-08
3264,2018-12-09
3265,2018-12-10
3266,2018-12-11
3267,2018-12-12
3268,2018-12-13
3269,2018-12-14
3270,2018-12-15
3271,2018-12-16
3272,2018-12-17
3273,2018-12-18
3274,2018-12-19
3275,2018-12-20
3276,2018-12-21
3277,2018-12-22
3278,2018-12-23
3279,2018-12-24
3280,2018-12-25
3281,2018-12-26
3282,2018-12-27
3283,2018-12-28
3284,2018-12-29
3285,2018-12-30
3286,2018-12-31
3287,2019-01-01
3288,2019-01-02
3289,2019-01-03
3290,2019-01-04
3291,2019-01-05
3292,2019-01-06
3293,2019-01-07
3294,2019-01-08
3295,2019-01-09
3296,2019-01-10
3297,2019-01-11
3298,2019-01-12
3299,2019-01-13
3300,2019-01-14
3301,2019-01-15
3302,2019-01-16
3303,2019-01-17
3304,2019-01-18
3305,2019-01-19
3306,2019-01-20
3307,2019-01-21
3308,2019-01-22
3309,2019-01-23
3310,2019-01-24
3311,2019-01-25
3312,2019-01-26
3313,2019-01-27
3314,2019-01-28
3315,2019-01-29
3316,2019-01-30
3317,2019-01-31
3318,2019-02-01
3319,2019-02-02
3320,2019-02-03
3321,2019-02-04
3322,2019-02-05
3323,2019-02-06
3324,2019-02-07
3325,2019-02-08
3326,2019-02-09
3327,2019-02-10
3328,2019-02-11
3329,2019-02-12
3330,2019-02-13
3331,2019-02-14
3332,2019-02-15
3333,2019-02-16
3334,2019-02-17
3335,2019-02-18
3336,2019-02-19
3337,2019-02-20
3338,2019-02-21
3339,2019-02-22
3340,2019-02-23
3341,2019-02-24
3342,2019-02-25
3343,2019-02-26
3344,2019-02-27
3345,2019-02-28
3346,2019-03-01
3347,2019-03-02
3348,2019-03-03
3349,2019-03-04
3350,2019-03-05
3351,2019-03-06
3352,2019-03-07
3353,2019-03-08
3354,2019-03-09
3355,2019-03-10
3356,2019-03-11
3357,2019-03-12
3358,2019-03-13
3359,2019-03-14
3360,2019-03-15
3361,2019-03-16
3362,2019-03-17
3363,2019-03-18
3364,2019-03-19
3365,2019-03-20
3366,2019-03-21
3367,2019-03-22
3368,2019-03-23
3369,2019-03-24
3370,2019-03-25
3371,2019-03-26
3372,2019-03-27
3373,2019-03-28
3374,2019-03-29
3375,2019-03-30
3376,2019-03-31
3377,2019-04-01
3378,2019-04-02
3379,2019-04-03
3380,2019-04-04
3381,2019-04-05
3382,2019-04-06
3383,2019-04-07
3384,2019-04-08
3385,2019-04-09
3386,2019-04-10
3387,2019-04-11
3388,2019-04-12
3389,2019-04-13
3390,2019-04-14
3391,2019-04-15
3392,2019-04-16
3393,2019-04-17
3394,2019-04-18
3395,2019-04-19
3396,2019-04-20
3397,2019-04-21
3398,2019-04-22
3399,2019-04-23
3400,2019-04-24
3401,2019-04-25
3402,2019-04-26
3403,2019-04-27
3404,2019-04-28
3405,2019-04-29
3406,2019-04-30
3407,2019-05-01
3408,2019-05-02
3409,2019-05-03
3410,2019-05-04
3411,2019-05-05
3412,2019-05-06
3413,2019-05-07
3414,2019-05-08
3415,2019-05-09
3416,2019-05-10
3417,2019-05-11
3418,2019-05-12
3419,2019-05-13
3420,2019-05-14
3421,2019-05-15
3422,2019-05-16
3423,2019-05-17
3424,2019-05-18
3425,2019-05-19
3426,2019-05-20
3427,2019-05-21
3428,2019-05-22
3429,2019-05-23
3430,2019-05-24
3431,2019-05-25
3432,2019-05-26
3433,2019-05-27
3434,2019-05-28
3435,2019-05-29
3436,2019-05-30
3437,2019-05-31
3438,2019-06-01
3439,2019-06-02
3440,2019-06-03
3441,2019-06-04
3442,2019-06-05
3443,2019-06-06
3444,2019-06-07
3445,2019-06-08
3446,2019-06-09
3447,2019-06-10
3448,2019-06-11
3449,2019-06-12
3450,2019-06-13
3451,2019-06-14
3452,2019-06-15
3453,2019-06-16
3454,2019-06-17
3455,2019-06-18
3456,2019-06-19
3457,2019-06-20
3458,2019-06-21
3459,2019-06-22
3460,2019-06-23
3461,2019-06-24
3462,2019-06-25
3463,2019-06-26
3464,2019-06-27
3465,2019-06-28
3466,2019-06-29
3467,2019-06-30
3468,2019-07-01
3469,2019-07-02
3470,2019-07-03
3471,2019-07-04
3472,2019-07-05
3473,2019-07-06
3474,2019-07-07
3475,2019-07-08
3476,2019-07-09
3477,2019-07-10
3478,2019-07-11
3479,2019-07-12
3480,2019-07-13
3481,2019-07-14
3482,2019-07-15
3483,2019-07-16
3484,2019-07-17
3485,2019-07-18
3486,2019-07-19
3487,2019-07-20
3488,2019-07-21
3489,2019-07-22
3490,2019-07-23
3491,2019-07-24
3492,2019-07-25
3493,2019-07-26
3494,2019-07-27
3495,2019-07-28
3496,2019-07-29
3497,2019-07-30
3498,2019-07-31
3499,2019-08-01
3500,2019-08-02
3501,2019-08-03
3502,2019-08-04
3503,2019-08-05
3504,2019-08-06
3505,2019-08-07
3506,2019-08-08
3507,2019-08-09
3508,2019-08-10
3509,2019-08-11
3510,2019-08-12
3511,2019-08-13
3512,2019-08-14
3513,2019-08-15
3514,2019-08-16
3515,2019-08-17
3516,2019-08-18
3517,2019-08-19
3518,2019-08-20
3519,2019-08-21
3520,2019-08-22
3521,2019-08-23
3522,2019-08-24
3523,2019-08-25
3524,2019-08-26
3525,2019-08-27
3526,2019-08-28
3527,2019-08-29
3528,2019-08-30
3529,2019-08-31
3530,2019-09-01
3531,2019-09-02
3532,2019-09-03
3533,2019-09-04
3534,2019-09-05
3535,2019-09-06
3536,2019-09-07
3537,2019-09-08
3538,2019-09-09
3539,2019-09-10
3540,2019-09-11
3541,2019-09-12
3542,2019-09-13
3543,2019-09-14
3544,2019-09-15
3545,2019-09-16
3546,2019-09-17
3547,2019-09-18
3548,2019-09-19
3549,2019-09-20
3550,2019-09-21
3551,2019-09-22
3552,2019-09-23
3553,2019-09-24
3554,2019-09-25
3555,2019-09-26
3556,2019-09-27
3557,2019-09-28
3558,2019-09-29
3559,2019-09-30
3560,2019-10-01
3561,2019-10-02
3562,2019-10-03
3563,2019-10-04
3564,2019-10-05
3565,2019-10-06
3566,2019-10-07
3567,2019-10-08
3568,2019-10-09
3569,2019-10-10
3570,2019-10-11
3571,2019-10-12
3572,2019-10-13
3573,2019-10-14
3574,2019-10-15
3575,2019-10-16
3576,2019-10-17
3577,2019-10-18
3578,2019-10-19
3579,2019-10-20
3580,2019-10-21
3581,2019-10-22
3582,2019-10-23
3583,2019-10-24
3584,2019-10-25
3585,2019-10-26
3586,2019-10-27
3587,2019-10-28
3588,2019-10-29
3589,2019-10-30
3590,2019-10-31
3591,2019-11-01
3592,2019-11-02
3593,2019-11-03
3594,2019-11-04
3595,2019-11-05
3596,2019-11-06
3597,2019-11-07
3598,2019-11-08
3599,2019-11-09
3600,2019-11-10
3601,2019-11-11
3602,2019-11-12
3603,2019-11-13
3604,2019-11-14
3605,2019-11-15
3606,2019-11-16
3607,2019-11-17
3608,2019-11-18
3609,2019-11-19
3610,2019-11-20
3611,2019-11-21
3612,2019-11-22
3613,2019-11-23
3614,2019-11-24
3615,2019-11-25
3616,2019-11-26
3617,2019-11-27
3618,2019-11-28
3619,2019-11-29
3620,2019-11-30
3621,2019-12-01
3622,2019-12-02
3623,2019-12-03
3624,2019-12-04
3625,2019-12-05
3626,2019-12-06
3627,2019-12-07
3628,2019-12-08
3629,2019-12-09
3630,2019-12-10
3631,2019-12-11
3632,2019-12-12
3633,2019-12-13
3634,2019-12-14
3635,2019-12-15
3636,2019-12-16
3637,2019-12-17
3638,2019-12-18
3639,2019-12-19
3640,2019-12-20
3641,2019-12-21
3642,2019-12-22
3643,2019-12-23
3644,2019-12-24
3645,2019-12-25
3646,2019-12-26
3647,2019-12-27
3648,2019-12-28
3649,2019-12-29
3650,2019-12-30
3651,2019-12-31
3652,2020-01-01
3653,2020-01-02
3654,2020-01-03
3655,2020-01-04
3656,2020-01-05
3657,2020-01-06
3658,2020-01-07
3659,2020-01-08
3660,2020-01-09
3661,2020-01-10
3662,2020-01-11
3663,2020-01-12
3664,2020-01-13
3665,2020-01-14
3666,2020-01-15
3667,2020-01-16
3668,2020-01-17
3669,2020-01-18
3670,2020-01-19
3671,2020-01-20
3672,2020-01-21
3673,2020-01-22
3674,2020-01-23
3675,2020-01-24
3676,2020-01-25
3677,2020-01-26
3678,2020-01-27
3679,2020-01-28
3680,2020-01-29
3681,2020-01-30
3682,2020-01-31
3683,2020-02-01
3684,2020-02-02
3685,2020-02-03
3686,2020-02-04
3687,2020-02-05
3688,2020-02-06
3689,2020-02-07
3690,2020-02-08
3691,2020-02-09
3692,2020-02-10
3693,2020-02-11
3694,2020-02-12
3695,2020-02-13
3696,2020-02-14
3697,2020-02-15
3698,2020-02-16
3699,2020-02-17
3700,2020-02-18
3701,2020-02-19
3702,2020-02-20
3703,2020-02-21
3704,2020-02-22
3705,2020-02-23
3706,2020-02-24
3707,2020-02-25
3708,2020-02-26
3709,2020-02-27
3710,2020-02-28
3711,2020-02-29
3712,2020-03-01
3713,2020-03-02
3714,2020-03-03
3715,2020-03-04
3716,2020-03-05
3717,2020-03-06
3718,2020-03-07
3719,2020-03-08
3720,2020-03-09
3721,2020-03-10
3722,2020-03-11
3723,2020-03-12
3724,2020-03-13
3725,2020-03-14
3726,2020-03-15
3727,2020-03-16
3728,2020-03-17
3729,2020-03-18
3730,2020-03-19
3731,2020-03-20
3732,2020-03-21
3733,2020-03-22
3734,2020-03-23
3735,2020-03-24
3736,2020-03-25
3737,2020-03-26
3738,2020-03-27
3739,2020-03-28
3740,2020-03-29
3741,2020-03-30
3742,2020-03-31
3743,2020-04-01
3744,2020-04-02
3745,2020-04-03
3746,2020-04-04
3747,2020-04-05
3748,2020-04-06
3749,2020-04-07
3750,2020-04-08
3751,2020-04-09
3752,2020-04-10
3753,2020-04-11
3754,2020-04-12
3755,2020-04-13
3756,2020-04-14
3757,2020-04-15
3758,2020-04-16
3759,2020-04-17
3760,2020-04-18
3761,2020-04-19
3762,2020-04-20
3763,2020-04-21
3764,2020-04-22
3765,2020-04-23
3766,2020-04-24
3767,2020-04-25
3768,2020-04-26
3769,2020-04-27
3770,2020-04-28
3771,2020-04-29
3772,2020-04-30
3773,2020-05-01
3774,2020-05-02
3775,2020-05-03
3776,2020-05-04
3777,2020-05-05
3778,2020-05-06
3779,2020-05-07
3780,2020-05-08
3781,2020-05-09
3782,2020-05-10
3783,2020-05-11
3784,2020-05-12
3785,2020-05-13
3786,2020-05-14
3787,2020-05-15
3788,2020-05-16
3789,2020-05-17
3790,2020-05-18
3791,2020-05-19
3792,2020-05-20
3793,2020-05-21
3794,2020-05-22
3795,2020-05-23
3796,2020-05-24
3797,2020-05-25
3798,2020-05-26
3799,2020-05-27
3800,2020-05-28
3801,2020-05-29
3802,2020-05-30
3803,2020-05-31
3804,2020-06-01
3805,2020-06-02
3806,2020-06-03
3807,2020-06-04
3808,2020-06-05
3809,2020-06-06
3810,2020-06-07
3811,2020-06-08
3812,2020-06-09
3813,2020-06-10
3814,2020-06-11
3815,2020-06-12
3816,2020-06-13
3817,2020-06-14
3818,2020-06-15
3819,2020-06-16
3820,2020-06-17
3821,2020-06-18
3822,2020-06-19
3823,2020-06-20
3824,2020-06-21
3825,2020-06-22
3826,2020-06-23
3827,2020-06-24
3828,2020-06-25
3829,2020-06-26
3830,2020-06-27
3831,2020-06-28
3832,2020-06-29
3833,2020-06-30
3834,2020-07-01
3835,2020-07-02
3836,2020-07-03
3837,2020-07-04
3838,2020-07-05
3839,2020-07-06
3840,2020-07-07
3841,2020-07-08
3842,2020-07-09
3843,2020-07-10
3844,2020-07-11
3845,2020-07-12
3846,2020-07-13
3847,2020-07-14
3848,2020-07-15
3849,2020-07-16
3850,2020-07-17
3851,2020-07-18
3852,2020-07-19
3853,2020-07-20
3854,2020-07-21
3855,2020-07-22
3856,2020-07-23
3857,2020-07-24
3858,2020-07-25
3859,2020-07-26
3860,2020-07-27
3861,2020-07-28
3862,2020-07-29
3863,2020-07-30
3864,2020-07-31
3865,2020-08-01
3866,2020-08-02
3867,2020-08-03
3868,2020-08-04
3869,2020-08-05
3870,2020-08-06
3871,2020-08-07
3872,2020-08-08
3873,2020-08-09
3874,2020-08-10
3875,2020-08-11
3876,2020-08-12
3877,2020-08-13
3878,2020-08-14
3879,2020-08-15
3880,2020-08-16
3881,2020-08-17
3882,2020-08-18
3883,2020-08-19
3884,2020-08-20
3885,2020-08-21
3886,2020-08-22
3887,2020-08-23
3888,2020-08-24
3889,2020-08-25
3890,2020-08-26
3891,2020-08-27
3892,2020-08-28
3893,2020-08-29
3894,2020-08-30
3895,2020-08-31
3896,2020-09-01
3897,2020-09-02
3898,2020-09-03
3899,2020-09-04
3900,2020-09-05
3901,2020-09-06
3902,2020-09-07
3903,2020-09-08
3904,2020-09-09
3905,2020-09-10
3906,2020-09-11
3907,2020-09-12
3908,2020-09-13
3909,2020-09-14
3910,2020-09-15
3911,2020-09-16
3912,2020-09-17
3913,2020-09-18
3914,2020-09-19
3915,2020-09-20
3916,2020-09-21
3917,2020-09-22
3918,2020-09-23
3919,2020-09-24
3920,2020-09-25
3921,2020-09-26
3922,2020-09-27
3923,2020-09-28
3924,2020-09-29
3925,2020-09-30
3926,2020-10-01
3927,2020-10-02
3928,2020-10-03
3929,2020-10-04
3930,2020-10-05
3931,2020-10-06
3932,2020-10-07
3933,2020-10-08
3934,2020-10-09
3935,2020-10-10
3936,2020-10-11
3937,2020-10-12
3938,2020-10-13
3939,2020-10-14
3940,2020-10-15
3941,2020-10-16
3942,2020-10-17
3943,2020-10-18
3944,2020-10-19
3945,2020-10-20
3946,2020-10-21
3947,2020-10-22
3948,2020-10-23
3949,2020-10-24
3950,2020-10-25
3951,2020-10-26
3952,2020-10-27
3953,2020-10-28
3954,2020-10-29
3955,2020-10-30
3956,2020-10-31
3957,2020-11-01
3958,2020-11-02
3959,2020-11-03
3960,2020-11-04
3961,2020-11-05
3962,2020-11-06
3963,2020-11-07
3964,2020-11-08
3965,2020-11-09
3966,2020-11-10
3967,2020-11-11
3968,2020-11-12
3969,2020-11-13
3970,2020-11-14
3971,2020-11-15
3972,2020-11-16
3973,2020-11-17
3974,2020-11-18
3975,2020-11-19
3976,2020-11-20
3977,2020-11-21
3978,2020-11-22
3979,2020-11-23
3980,2020-11-24
3981,2020-11-25
3982,2020-11-26
3983,2020-11-27
3984,2020-11-28
3985,2020-11-29
3986,2020-11-30
3987,2020-12-01
3988,2020-12-02
3989,2020-12-03
3990,2020-12-04
3991,2020-12-05
3992,2020-12-06
3993,2020-12-07
3994,2020-12-08
3995,2020-12-09
3996,2020-12-10
3997,2020-12-11
3998,2020-12-12
3999,2020-12-13
4000,2020-12-14
4001,2020-12-15
4002,2020-12-16
4003,2020-12-17
4004,2020-12-18
4005,2020-12-19
4006,2020-12-20
4007,2020-12-21
4008,2020-12-22
4009,2020-12-23
4010,2020-12-24
4011,2020-12-25
4012,2020-12-26
4013,2020-12-27
4014,2020-12-28
4015,2020-12-29
4016,2020-12-30
4017,2020-12-31
4018,2021-01-01
4019,2021-01-02
4020,2021-01-03
4021,2021-01-04
4022,2021-01-05
4023,2021-01-06
4024,2021-01-07
4025,2021-01-08
4026,2021-01-09
4027,2021-01-10
4028,2021-01-11
4029,2021-01-12
4030,2021-01-13
4031,2021-01-14
4032,2021-01-15
4033,2021-01-16
4034,2021-01-17
4035,2021-01-18
4036,2021-01-19
4037,2021-01-20
4038,2021-01-21
4039,2021-01-22
4040,2021-01-23
4041,2021-01-24
4042,2021-01-25
4043,2021-01-26
4044,2021-01-27
4045,2021-01-28
4046,2021-01-29
4047,2021-01-30
4048,2021-01-31
4049,2021-02-01
4050,2021-02-02
4051,2021-02-03
4052,2021-02-04
4053,2021-02-05
4054,2021-02-06
4055,2021-02-07
4056,2021-02-08
4057,2021-02-09
4058,2021-02-10
4059,2021-02-11
4060,2021-02-12
4061,2021-02-13
4062,2021-02-14
4063,2021-02-15
4064,2021-02-16
4065,2021-02-17
4066,2021-02-18
4067,2021-02-19
4068,2021-02-20
4069,2021-02-21
4070,2021-02-22
4071,2021-02-23
4072,2021-02-24
4073,2021-02-25
4074,2021-02-26
4075,2021-02-27
4076,2021-02-28
4077,2021-03-01
4078,2021-03-02
4079,2021-03-03
4080,2021-03-04
4081,2021-03-05
4082,2021-03-06
4083,2021-03-07
4084,2021-03-08
4085,2021-03-09
4086,2021-03-10
4087,2021-03-11
4088,2021-03-12
4089,2021-03-13
4090,2021-03-14
4091,2021-03-15
4092,2021-03-16
4093,2021-03-17
4094,2021-03-18
4095,2021-03-19
4096,2021-03-20
4097,2021-03-21
4098,2021-03-22
4099,2021-03-23
4100,2021-03-24
4101,2021-03-25
4102,2021-03-26
4103,2021-03-27
4104,2021-03-28
4105,2021-03-29
4106,2021-03-30
4107,2021-03-31
4108,2021-04-01
4109,2021-04-02
4110,2021-04-03
4111,2021-04-04
4112,2021-04-05
4113,2021-04-06
4114,2021-04-07
4115,2021-04-08
4116,2021-04-09
4117,2021-04-10
4118,2021-04-11
4119,2021-04-12
4120,2021-04-13
4121,2021-04-14
4122,2021-04-15
4123,2021-04-16
4124,2021-04-17
4125,2021-04-18
4126,2021-04-19
4127,2021-04-20
4128,2021-04-21
4129,2021-04-22
4130,2021-04-23
4131,2021-04-24
4132,2021-04-25
4133,2021-04-26
4134,2021-04-27
4135,2021-04-28
4136,2021-04-29
4137,2021-04-30
4138,2021-05-01
4139,2021-05-02
4140,2021-05-03
4141,2021-05-04
4142,2021-05-05
4143,2021-05-06
4144,2021-05-07
4145,2021-05-08
4146,2021-05-09
4147,2021-05-10
4148,2021-05-11
4149,2021-05-12
4150,2021-05-13
4151,2021-05-14
4152,2021-05-15
4153,2021-05-16
4154,2021-05-17
4155,2021-05-18
4156,2021-05-19
4157,2021-05-20
4158,2021-05-21
4159,2021-05-22
4160,2021-05-23
4161,2021-05-24
4162,2021-05-25
4163,2021-05-26
4164,2021-05-27
4165,2021-05-28
4166,2021-05-29
4167,2021-05-30
4168,2021-05-31
4169,2021-06-01
4170,2021-06-02
4171,2021-06-03
4172,2021-06-04
4173,2021-06-05
4174,2021-06-06
4175,2021-06-07
4176,2021-06-08
4177,2021-06-09
4178,2021-06-10
4179,2021-06-11
4180,2021-06-12
4181,2021-06-13
4182,2021-06-14
4183,2021-06-15
4184,2021-06-16
4185,2021-06-17
4186,2021-06-18
4187,2021-06-19
4188,2021-06-20
4189,2021-06-21
4190,2021-06-22
4191,2021-06-23
4192,2021-06-24
4193,2021-06-25
4194,2021-06-26
4195,2021-06-27
4196,2021-06-28
4197,2021-06-29
4198,2021-06-30
4199,2021-07-01
4200,2021-07-02
4201,2021-07-03
4202,2021-07-04
4203,2021-07-05
4204,2021-07-06
4205,2021-07-07
4206,2021-07-08
4207,2021-07-09
4208,2021-07-10
4209,2021-07-11
4210,2021-07-12
4211,2021-07-13
4212,2021-07-14
4213,2021-07-15
4214,2021-07-16
4215,2021-07-17
4216,2021-07-18
4217,2021-07-19
4218,2021-07-20
4219,2021-07-21
4220,2021-07-22
4221,2021-07-23
4222,2021-07-24
4223,2021-07-25
4224,2021-07-26
4225,2021-07-27
4226,2021-07-28
4227,2021-07-29
4228,2021-07-30
4229,2021-07-31
4230,2021-08-01
4231,2021-08-02
4232,2021-08-03
4233,2021-08-04
4234,2021-08-05
4235,2021-08-06
4236,2021-08-07
4237,2021-08-08
4238,2021-08-09
4239,2021-08-10
4240,2021-08-11
4241,2021-08-12
4242,2021-08-13
4243,2021-08-14
4244,2021-08-15
4245,2021-08-16
4246,2021-08-17
4247,2021-08-18
4248,2021-08-19
4249,2021-08-20
4250,2021-08-21
4251,2021-08-22
4252,2021-08-23
4253,2021-08-24
4254,2021-08-25
4255,2021-08-26
4256,2021-08-27
4257,2021-08-28
4258,2021-08-29
4259,2021-08-30
4260,2021-08-31
4261,2021-09-01
4262,2021-09-02
4263,2021-09-03
4264,2021-09-04
4265,2021-09-05
4266,2021-09-06
4267,2021-09-07
4268,2021-09-08
4269,2021-09-09
4270,2021-09-10
4271,2021-09-11
4272,2021-09-12
4273,2021-09-13
4274,2021-09-14
4275,2021-09-15
4276,2021-09-16
4277,2021-09-17
4278,2021-09-18
4279,2021-09-19
4280,2021-09-20
4281,2021-09-21
4282,2021-09-22
4283,2021-09-23
4284,2021-09-24
4285,2021-09-25
4286,2021-09-26
4287,2021-09-27
4288,2021-09-28
4289,2021-09-29
4290,2021-09-30
4291,2021-10-01
4292,2021-10-02
4293,2021-10-03
4294,2021-10-04
4295,2021-10-05
4296,2021-10-06
